"NR_ALBUMU","NAZWISKO","IMIE","WIEK","NR_GR"
1676,"Bekrych","Monia",21,10
1677,"Tochonicz","Cezary",20,25
1678,"Machtelska","Kleofas ",25,21
1679,"Tacikiewicz","Hubert ",28,4
1680,"Dohnt","Fortunat ",26,7
1681,"Urfajg","Boleslawa ",21,23
1682,"Stanasiak","Drogoslawa ",27,20
1683,"Stawanski","Ksawery ",22,13
1684,"Lukaszczewska","Falibor ",29,28
1685,"Spiaczka","Ariel",24,17
1686,"Sielepin","Godfryd ",23,25
1687,"Piekla","Radzislawa",23,21
1688,"Brozdowski","Ariel",22,16
1689,"Wantuchowska","Bohdan",22,19
1690,"Smuskiewicz","Juliusz ",24,16
1691,"Arankiewicz","Adolf",27,26
1692,"Godz","Remigiusz",20,12
1693,"Rasimowicz","Ernestyn ",20,4
1694,"Gaczorek","Alek",27,20
1695,"Cebryk","Magda ",29,21
1696,"Garganin","Herkules ",28,33
1697,"Trejt","Januaria ",23,6
1698,"Babienek","Krzysztof ",23,33
1699,"Straciwilk","Erast ",24,2
1700,"Palachowski","Franciszek ",27,4
1701,"Klewenhagen","Godzislaw ",28,13
1702,"Chwestarz","Gracjana ",21,12
1703,"Skrebutan","Czesio",21,22
1704,"Wetycka","Slawomir",27,4
1706,"Gromosiak","Leopoldyna ",26,33
1707,"Miegoc","Lolita ",23,22
1708,"Drach","Patrycy",29,23
1709,"Nozderska","Cieslawa ",26,31
1710,"Czek","Hugon ",22,21
1711,"Terchalski","Noe ",27,17
1712,"Wittrich","Bohusz",22,19
1713,"Presman","Stanislawa",27,23
1714,"Leser","Remig",26,10
1715,"Goreczny","Delfina",21,18
1716,"Gapiejewska","Olgierd",24,35
1717,"Amisejko","Bolislawa ",26,6
1718,"Osmeczko","Grzes",26,21
1719,"Dasowicz","Balcer",29,33
1720,"Ochott","Gerwazy",24,6
1721,"Oblekowska","Armand",29,34
1722,"Krupiej","Ostrogniew",24,9
1723,"Hirny","Pelagia",21,13
1724,"Pietrzaniec","Cezaryna",24,19
1725,"Kasperiuk","Konstantyn ",22,23
1726,"Dogan","Honoriusz ",22,15
1727,"Szlawinski","Emanuel ",29,14
1728,"Wykrzykowski","Marcjanna ",25,12
1729,"Roniel","Jozefat ",27,34
1730,"Awencki","Jaclaw ",28,18
1731,"Dalke","Paloma",21,20
1732,"Sprynwald","Alicjana",24,26
1733,"Dzbankowski","Hermana ",28,11
1734,"Kobylski","Modest ",21,7
1735,"Pstrucha","Ludmar ",28,29
1736,"Machorzynska","Wojtek",27,27
1737,"Krajeta","Wiktoryn",23,17
1738,"Pielas","Aurelia ",27,17
1739,"Dallinger","Zachariasz",21,15
1740,"Katszun","Maksymilian ",25,15
1741,"Junghans","Antek",22,23
1742,"Latyn","Klaudyna ",27,27
1743,"Dego","Maciek",25,33
1744,"Anyperowicz","Tezeusz",23,17
1745,"Pelc","Piotrek",27,20
1746,"Chacas","Ninogniew ",29,8
1747,"Boczer","Kinga",23,7
1748,"Murling","Sybilla",20,26
1749,"Szymyslik","Wenancjusz",23,24
1750,"Smedra","Gardomir",26,19
1751,"Witmanski","Nemezjusz ",22,15
1752,"Polaszej","Zenon",29,12
1753,"Kazierski","Emilka",22,25
1754,"Sewel","Racibor",23,7
1755,"Posoch","Malomir ",22,14
1756,"Zolcik","Slawomiar",21,18
1757,"Drezaj","Ingeborga ",21,31
1758,"Trzuszkowski","Humbert ",23,33
1759,"Klecin","Rudolfina",21,12
1760,"Frankfurt","Pelagiusz",28,7
1761,"Karbociak","Oliwer",28,30
1762,"Krzynk","Izolda ",20,22
1763,"Urynowik","Hermes ",25,6
1764,"Lepitak","Gawel",22,31
1765,"Kuprijanczyk","Biernat",24,34
1766,"Fiderkiewicz","Borzyslawa ",29,6
1767,"Bialskorski","Dymitr ",21,15
1768,"Szwalbic","Dobiemir ",27,25
1769,"Markulak","Witold",28,22
1770,"Grucelski","Zofia",24,18
1771,"Charygo","Romuald",26,32
1772,"Miczalec","Radmir",24,28
1773,"Robotnik","Milochna ",25,32
1774,"Kuzdeba","Norman",27,34
1775,"Bubolc","Domorad ",29,35
1776,"Panenberg","Cibor ",26,36
1777,"Szygin","Oriana",23,7
1778,"Ogibczynska","Hania",25,14
1779,"Vestling","Ludmila ",22,17
1780,"Konowicz","Wlodzimierz",22,25
1781,"Klapczyk","Aleks",27,23
1782,"Bombynek","Oktawiusz",21,24
1783,"Dziemdowicz","Norman",21,18
1784,"Eckwart","Julian ",20,19
1785,"Furtel","Germanik ",26,32
1786,"Pintocha","Daroslaw ",22,6
1787,"Patega","Bozydar",25,2
1788,"Rzewnik","Heliasz ",22,4
1789,"Klocko","Ferdynand",22,16
1790,"Schymainda","Marcelian ",29,19
1791,"Pros","Magda ",25,9
1792,"Zedka","Aleks",24,5
1793,"Slabkowska","Piotr",20,7
1794,"Sciegular","Teofania",28,16
1795,"Scislo","Gorzyslaw ",25,3
1796,"Tynyszyn","Marek ",20,12
1797,"Strassenburg","Nagod ",22,26
1798,"Womperski","Falislaw ",20,26
1799,"Siusta","Bernadeta",23,23
1800,"Pobudkowski","Julian ",28,6
1801,"Podusowski","Liberat ",28,26
1802,"Korosecka","Kamila ",25,27
1803,"Kobilus","Janina ",23,15
1804,"Lewkonowicz","Biezuj",25,18
1805,"Dymidowicz","Radzislaw",29,19
1806,"Gordon","Erazm ",27,18
1807,"Charyska","Jeremiasz ",24,35
1808,"Werat","Laurenty ",26,11
1809,"Grochnecka","Janina ",23,36
1810,"Olanowski","Mieczyslawa ",26,19
1811,"Matwejuk","Regina",25,35
1812,"Rozowicki","Dobielut ",28,25
1813,"Nahajczuk","Ferdynand",20,7
1814,"Formal","Konrad ",24,13
1815,"Pupiallo","Barnaba",23,6
1816,"Strzek","Ulka",23,3
1817,"Koneckowski","Horacy ",28,32
1818,"Gada","Czarek",28,35
1819,"Makarenko","Ludoslaw ",26,16
1820,"Sazanow","Karmen ",23,36
1821,"Hodyna","Misiek",28,17
1822,"Leszkow","Jozefina ",29,34
1823,"Kudlaszczyk","Zenon",22,26
1824,"Kukorowski","Klementyn ",22,22
1825,"Cichorski","Eryk ",24,12
1826,"Poleszok","Fryderyk ",27,10
1827,"Miklaszanski","Ludomira ",28,4
1828,"Rzesnik","Norman",23,17
1829,"Gabrielewski","Manswet ",21,34
1830,"Szlonski","Patrycy",22,33
1831,"Klikuszowska","Tegomir",29,24
1832,"Kiergirt","Leon ",21,3
1833,"Lamczuk","Izydor ",25,2
1834,"Burst","Misiek",23,21
1835,"Parzentny","Dariusz ",29,18
1836,"Piaszyk","Edmund ",29,16
1837,"Barbulant","Jacek ",29,31
1838,"Pucula","Leandra ",23,12
1839,"Swincicki","Apollonia",22,13
1840,"Altsziler","Michalina ",23,5
1841,"Mierzlinska","Izaak ",22,7
1842,"Boganow","Ludgarda ",25,31
1843,"Lentiajew","Irmina ",20,25
1844,"Babczuk","Nicefor ",21,24
1845,"Biendar","Artek",23,30
1846,"Kisilczuk","Izbor ",20,9
1847,"Breczyca","Dacjan ",26,5
1848,"Reszpondik","Jaropelk ",20,24
1849,"Kroczynski","Dionizja ",25,33
1850,"Szyczula","Gizela ",22,34
1851,"Henczyk","Ksenia",22,4
1852,"Bomski","Zofia",25,7
1853,"Gorcza","Tegomir",20,25
1854,"Garniak","Ireneusz ",26,21
1855,"Bysik","Krzeslawa ",28,8
1856,"Dmuchacz","Maksymian ",24,24
1857,"Omielczuk","Gertruda ",20,32
1858,"Zarnik","Kordula ",26,24
1859,"Wigiel","Maksymin ",29,13
1860,"Jaskla","Augusta",28,6
1861,"Fangor","Maslaw ",27,36
1862,"Praszelik","Ksaweryna ",22,21
1863,"Ostrihanska","Michalina ",26,33
1864,"Jeziorowski","Tyberiusz",23,11
1865,"Wieckiewcz","Emeryk ",22,8
1866,"Sydul","Oriana",26,17
1867,"Dierunowa","Balbin",29,36
1868,"Tchorz","Karmen ",21,36
1869,"Rywa","Dalestryj ",23,33
1870,"Rozaczuk","Lubomirz ",20,7
1871,"Szleczynska","Emeryk ",29,9
1872,"Pereyra","Fidelis ",25,8
1873,"Szabra","Domamir ",22,4
1874,"Salala","Laura ",27,14
1875,"Blachacz","Serafin",29,34
1876,"Zubrzyk","Pankracy",26,34
1877,"Homolko","Kaska",21,35
1878,"Lucen","Jaromir ",22,17
1879,"Skompiec","Bazyli",23,31
1880,"Kobuta","Mscislawa ",26,3
1881,"Jacim","Dobromil ",22,6
1882,"Toszner","Czcibora ",21,30
1883,"Witberg","Alek",29,26
1884,"Datlaf","Benedykt",20,4
1885,"Noronska","Leokadia ",27,2
1886,"Slipski","Marita ",23,4
1887,"Chalaj","Borzymir",20,5
1888,"Szwarski","Marcjanna ",20,36
1889,"Polendnik","Manuela ",28,29
1890,"Michaj","Leon ",28,2
1891,"Meteszko","Jasiu",22,33
1892,"Jendrasiewicz","Bolek",20,28
1893,"Pulanecki","Konrada ",20,29
1894,"Holupko","Genowefa ",28,3
1895,"Kuraczowski","Genowefa ",25,27
1896,"Kuzmiczenko","Ursus",27,2
1897,"Pedrycz","Wiktoryna",21,32
1898,"Grabeck","Marcjal ",23,10
1899,"Strzeskowska","Beatka",26,27
1900,"Zetala","Benon",22,25
1901,"Tekely","Blandyna ",20,4
1902,"Rogozynski","Milowit ",28,6
1903,"Aponowicz","Dionizjusz ",24,9
1904,"Konotkiewicz","Baldwin",27,7
1905,"Figisiak","Drogoslawa ",27,3
1906,"Werchracki","Wit",29,19
1907,"Ukleia","Just ",23,20
1908,"Dypczak","Felicyta ",28,15
1909,"Kutyn","Julietta ",21,14
1910,"Czyryna","Narcyz ",23,20
1911,"Materny","Ernest ",28,21
1912,"Andrejczak","Kinga",21,13
1913,"Musierak","Kalina",27,28
1914,"Bluszys","Budzimir ",26,8
1915,"Gwarczyk","Arek",24,28
1916,"Ochrenuk","Maryna ",27,8
1917,"Szafryn","Berta",21,32
1918,"Spinelli","Dobrowit ",21,4
1919,"Fedziuryna","Nieznawuj ",27,2
1920,"Nioczyn","Adolf",29,3
1921,"Betink","Benon",23,33
1922,"Andrukajtys","Max",29,23
1923,"Zezula","Otton",25,19
1924,"Dokupil","Ariadna",24,9
1925,"Riehs","Milosz ",29,32
1926,"Czubelska","Georgina ",27,8
1927,"Sczesny","Krzesimir ",21,15
1928,"Oniszak","Maur ",20,24
1929,"Reszotanski","Izabela ",21,15
1930,"Henenko","Jarowit ",28,32
1931,"Zadolny","Romuald",21,9
1932,"Cywan","Gniewomir ",25,7
1933,"Nalipowicz","Oriana",20,27
1934,"Wartach","Jedrzej ",28,24
1935,"Jagosik","Leon ",29,2
1936,"Becke","Ryszarda",27,7
1937,"Ladanaj","Michalina ",26,14
1938,"Ukrainski","Miroslawa ",26,4
1939,"Burksza","Bazyla",25,26
1940,"Zatorys","Erwina ",27,7
1941,"Piega","Boleslaw",24,34
1942,"Kirlejza","Iza",28,28
1943,"Jodlewska","Milosz ",24,31
1944,"Nemna","Witomir",24,27
1945,"Duza","Paula",28,13
1946,"Harasynczak","Izabela ",20,28
1947,"Zielski","Emiliana ",23,28
1948,"Teslaw","Konrad ",22,4
1949,"Jenne","Andrzej",26,8
1950,"Koczalko","Budzislaw",20,6
1951,"Rychalinska","Niegoslaw ",28,8
1952,"Rached","Czeslawa",23,31
1953,"Mikut","Bianka",28,14
1954,"Nekanowicz","Juliusz ",24,6
1955,"Wachtor","Romeo",29,17
1956,"Cierpiela","Henryk ",23,36
1957,"Nowaczkiewicz","Irydion ",28,29
1958,"Rusza","Jasiu",24,24
1959,"Slufarski","Dobromysl ",29,25
1960,"Szukalla","Danuta ",25,10
1961,"Golebecki","Bozeciecha",20,18
1962,"Seropiak","Dobromir ",26,11
1963,"Plosa","Drogomysl ",23,3
1964,"Maitek","Bazylisa",23,31
1965,"Myszakow","Juri",20,24
1966,"Hawrylenia","Serwacy",22,19
1967,"Chruszowiec","Wieslaw",26,36
1968,"Szybkowski","Gotfryd ",29,2
1969,"Lowell","Pamelka",20,21
1970,"Janrozy","Maks",21,2
1971,"Sailer","Ariel",26,9
1972,"Lonisz","Ksawery ",24,33
1973,"Miedzwiedziew","Henryka ",29,36
1974,"Stelik","Roberta",22,27
1975,"Czlapak","Matylda ",27,28
1976,"Kaplata","Laurka",29,11
1977,"Jaskros","Kasjan ",24,19
1978,"Waliszko","Seweryna",28,13
1979,"Pawlyszyn","Jarek",27,6
1980,"Buksalewicz","Aga",27,21
1981,"Tahnojzer","Wenancjusz",21,5
1982,"Klaba","Bohdana",28,15
1983,"Kalwarowski","January ",23,11
1984,"Worczyk","Leonida ",26,13
1985,"Stefaniew","Faustyna ",22,17
1986,"Junyszek","Malgorzata ",21,18
1987,"Swiedczak","Hugo ",24,10
1988,"Cholk","Domorad ",26,19
1989,"Szymor","Milowit ",27,19
1990,"Grebiennikow","Dorotka",22,31
1991,"Kajdres","Wlodzimir",28,35
1992,"Laszowicz","Boguchwal",29,5
1993,"Wizborus","Boncza",25,29
1994,"Dzudziewicz","Ada",23,16
1995,"Peglau","Goska",23,22
1996,"Chomzynski","Wojciecha",25,24
1997,"Burasiak","Sybilla",29,8
1998,"Sliwczyk","Gerard ",29,32
1999,"Lezohupski","Ignacja ",22,10
2000,"Terechow","Ola",28,12
2001,"Kalamon","Matylda ",26,17
2002,"Marwis","Elka",26,24
2003,"Howzan","Edzio",20,4
2004,"Biedronski","Wit",27,12
2005,"Kiszkorno","Asia",21,32
2006,"Polutynska","Iryda ",22,21
2007,"Wolkun","Bolislawa ",22,25
2008,"Tychanski","Bogwiedz ",21,10
2009,"Niegsch","Manomir ",28,26
2010,"Zelosko","Jeroslawa ",21,20
2011,"Dauk","Czcibor ",28,33
2012,"Straffek","Adelajda",27,10
2013,"Rosyk","Franciszka ",21,33
2014,"Margeth","Wenancjusz",22,32
2015,"Akincze","Marcelin ",29,2
2016,"Sachar","Rysiek",23,32
2017,"Szlapin","Aleksander",24,32
2018,"Skass","Egbert",25,2
2019,"Mocioszek","Witold",28,29
2020,"Popadynczyk","Sabina",25,33
2021,"Batelka","Georgia ",25,15
2022,"Tonszek","Norman",23,3
2023,"Kurzydlo","Kasia",23,30
2024,"Dadomska","Tyberiusz",21,29
2025,"Mowka","Ursus",28,13
2026,"Siedlig","Paloma",24,34
2027,"Kozelt","Serafin",22,2
2028,"Dzieciatko","Zofia",20,31
2029,"Krasciak","Delfina",28,17
2030,"Lustan","Manswet ",29,6
2031,"Lonski","Alberta",28,22
2032,"Puzkowska","Olimpia",27,32
2033,"Gaffka","Falimir",20,13
2034,"Dobelski","Ramona",20,13
2035,"Masacz","Kazimiera ",20,10
2036,"Gote","Domoslaw ",21,6
2037,"Harabicz","Ostrowod",29,29
2038,"Nonczak","Ostap",29,22
2039,"Siadecki","Dawid ",25,36
2040,"Zapoth","Leonid ",22,24
2041,"Gilowicz","Rebeka",29,34
2042,"Kuc","Zofia",28,11
2043,"Burke","Laurentyna ",21,33
2044,"Mortal","Drogoradz ",22,3
2045,"Hasieli","Otton",21,24
2046,"Michenska","Czabor ",20,36
2047,"Zerning","Dobromira ",24,7
2048,"Tredzbor","Leonid ",21,24
2049,"Cynkiel","Marysia",23,26
2050,"Dorofejuk","Jaropelk ",23,35
2051,"Artamanow","Herakles ",24,28
2052,"Kudniak","Bozyslaw",26,12
2053,"Osiczak","Waldemat",28,35
2054,"Nakaznik","Patrycja",22,33
2055,"Koutni","Kaja ",24,2
2279,"Pylpec","Witomir",28,18
2280,"Kawyn","Feliks ",23,20
2281,"Fichtelman","Klaudia ",22,28
2282,"Biedzki","Majka",22,2
2283,"Zdziejowski","Krystian ",20,30
2284,"Bolichowska","Diana ",22,29
2285,"Dziurek","Wislaw",24,22
2286,"Lupzik","Damian ",20,19
2287,"Balet","Falislawa ",23,22
2288,"Dosinczuk","Cyryl ",28,15
2289,"Wyczislok","Dobrowit ",23,19
2290,"Bieniecki","Asia",29,10
2291,"Dybinski","Kleopatra ",27,30
2292,"Koterbinski","Enoch ",22,32
2293,"Karaczyn","Borzyslawa ",26,20
2294,"Owczaryszek","Flawia ",28,10
2295,"Chyta","Jaclaw ",23,5
2296,"Bycyk","Jola",23,7
2297,"Mniszka","Dalewuj",27,19
2298,"Ciunczyk","Dalia",20,31
2299,"Krzysztoferyk","Adolfina",29,8
2300,"Dzieciuchowicz","Gawin",24,33
2301,"Hisznajder","Eligiusz ",21,13
2302,"Ciskala","Kryspin ",26,28
2303,"Pfeifer","Marlena ",29,25
2304,"Dobromylski","Jagoda ",29,29
2305,"Chalaburda","Jowita ",20,17
2306,"Piecha","Domaslawa ",20,23
2307,"Baziow","Leonia ",21,17
2308,"Galam","Artek",27,27
2309,"Ciepluchowicz","Gliceria ",27,5
2310,"Pasierkowska","Witomir",21,32
2311,"Walkaniak","Toska",24,36
2312,"Strankowski","Lucjan",27,6
2313,"Sobatny","Jordan ",20,34
2314,"Sosuk","Matron ",25,27
2315,"Lysianik","Boguslaw",29,3
2316,"Jekiel","Narcyza ",24,26
2317,"Zokoll","Cieszyrad ",20,7
2318,"Slonowski","Epifan ",24,24
2319,"Podsielnik","Kasper ",27,27
2320,"Zawierucki","Januariusz ",22,32
2321,"Zalomski","Dobroslaw ",26,26
2322,"Gugolska","Fidelis ",24,36
2323,"Wartkowska","Ariel",25,32
2324,"Drenikowski","Marietta ",29,36
2325,"Grasko","Ksawery ",25,15
2326,"Torzewicz","Dagna ",21,17
2327,"Kubatta","Marlena ",23,19
2328,"Pielosz","Milena ",24,23
2329,"Sempinski","Zbigniewa",26,22
2330,"Grabala","Nieprasz ",22,26
2331,"Jatyka","Marysia",21,11
2332,"Girod","Sewera",26,11
2333,"Cisler","Makary ",23,26
2334,"Korecinski","Ksymena ",26,2
2335,"Jaszczubko","Slawoslaw",28,23
2336,"Korzowski","Jagoda ",23,3
2337,"Podel","Dionizy ",28,18
2338,"Kremien","Rufin",25,25
2339,"Zabiegalski","Cezariusz",24,5
2340,"Wodlard","Sylwia",21,11
2341,"Mojzysz","Nieprasz ",20,14
2342,"Gop","Anetka",23,26
2343,"Giergonicz","Ewald ",24,34
2344,"Moczalska","Ildefons ",21,23
2345,"Zajczewski","Baldwina",20,20
2346,"Holunowicz","Lidka",25,15
2347,"Symolon","Iwona ",25,35
2348,"Kostorek","Ziemek",27,13
2349,"Szambelanczyk","Stanislawa",20,14
2350,"Idaczak","Msciwuj ",20,26
2351,"Stejko","Misiek",27,21
2352,"Data","Samuela",28,17
2353,"Lakusiewicz","Bartosz",26,16
2354,"Lanborska","Nagod ",27,12
2355,"Lindenbeim","Grzymislawa ",24,30
2356,"Szkutek","Eryk ",27,5
2357,"Wrobel","Bodzeta ",20,35
2358,"Karolow","Liberata ",25,3
2359,"Kierin","Modest ",25,33
2360,"Pliscinska","Ciechoslaw ",24,21
2361,"Ogolewicz","Berenika",28,33
2362,"Dytysz","Matylda ",22,33
2363,"Nikodemczyk","Balcer",25,18
2364,"Frant","Oda",28,34
2365,"Bubnikiewicz","Domicela ",29,6
2366,"Plotniuk","Apoloniusz",27,5
2367,"Dziechciewicz","Miroslawa ",23,10
2368,"Gosda","Sylwan",24,5
2369,"Babinczuk","Domoslaw ",25,14
2370,"Siechinska","Serwacy",28,33
2371,"Petryczenko","Luboradz ",25,2
2372,"Burszylowicz","Dobielut ",25,8
2373,"Czepczar","Beniamin",23,22
2374,"Kimszal","Morzyslawa ",27,18
2375,"Lyczynski","Georgia ",29,18
2376,"Miniutko","Cezariusz",20,7
2377,"Niesterewicz","Grzes",27,16
2378,"Woydyno","Efrem",28,18
2379,"Maturzejczuk","Slawomira",25,21
2380,"Bielkowicz","Renata",22,27
2381,"Lincow","Czaslawa ",22,15
2382,"Borysan","Delfin",29,4
2383,"Luksa","Leokadiusz ",27,11
2384,"Semow","Budzislawa",27,28
2385,"Miekisiak","Jowita ",26,21
2386,"Bleder","Modesta ",25,30
2387,"Kidrowski","Giedymin ",29,24
2388,"Malcewa","Ciechomir ",29,18
2389,"Marszol","Idalia",22,14
2390,"Okrotnik","Halka ",25,18
2391,"Franczkowiak","Alberta",24,28
2392,"Biesztyn","Fidelis ",26,26
2393,"Wiwiora","Franciszek ",28,2
2394,"Machlowska","Wlodek",29,31
2395,"Niewiedomski","Krystyn ",23,18
2396,"Zdebil","Feliks ",20,22
2397,"Tabencki","Naum ",28,12
2398,"Ablewicz","Basia",24,21
2399,"Schleiss","Elwira ",27,35
2400,"Szwiaszczyk","Zachary",29,10
2401,"Polerczyk","Kazik",20,33
2402,"Surgala","Adela",26,19
2403,"Szeibe","Jaclaw ",21,20
2404,"Szamrowski","Kazik",22,17
2405,"Nottorf","Hipolita ",27,19
2406,"Skrainski","Lucjol ",27,20
2407,"Ryczniak","Dorotka",24,20
2408,"Czabonska","Ryszard",21,30
2409,"Perecik","Linda",21,35
2410,"Solomonidu","Lechoslawa ",21,25
2411,"Mardausz","Rebeka",26,17
2412,"Radma","Hugon ",22,34
2413,"Dubiel","Gracjana ",29,2
2414,"Dowsin","Sebastian",25,23
2415,"Kromke","Krzyslaw ",29,36
2416,"Rajno","Kryspina ",28,35
2417,"Spiringer","Ewelina ",25,32
2418,"Dejnowski","Elka",21,17
2419,"Zumis","Maks",21,2
2420,"Kiejanska","Bozena",23,4
2421,"Parzenczewski","Metody ",26,18
2422,"Zawlik","Leopoldyna ",20,25
2423,"Baltrukiewicz","Eugeniusz ",26,4
2424,"Kontarka","Patrycy",26,22
2425,"Chlysta","Cieszyslaw ",25,10
2426,"Mechalski","Druzjanna ",24,8
2427,"Schwenzfeier","Marita ",24,32
2428,"Zydziak","Eligiusz ",27,18
2429,"Hatliniak","Borzuj",29,24
2430,"Usipinska","Janislaw ",26,8
2431,"Lubowicz","SykstuS",28,5
2432,"Colczyk","Teofan",21,32
2433,"Ostapink","Domicela ",29,29
2434,"Bridny","Joachim ",27,7
2435,"Suzoniuk","Lukrecja ",23,30
2436,"Bociej","Nikodem ",22,36
2437,"Dolonina","Konstancjusz ",24,10
2438,"Kamiejszo","Ostrogniew",22,36
2439,"Hrymcyszyn","Cieszymysl ",20,28
2440,"Fenczak","Maja ",27,3
2441,"Pawlow","Diana ",29,17
2442,"Koczulska","Juri",20,13
2443,"Joksch","Erhard ",23,9
2444,"Czernow","Asia",28,10
2445,"Kopsianiuk","Krzysiek",23,21
2446,"Szpaidel","Emilia ",29,18
2447,"Kazankow","Olgierd",22,5
2448,"Baticz","Beata",24,8
2449,"Ilenkowska","Bozeciech",28,30
2450,"Hazenerl","Humbelina ",26,36
2451,"Frieboese","Jeroslawa ",22,31
2452,"Piewieszkis","Wladyslawa",29,16
2453,"Chalupczok","Bozymir",23,12
2454,"Zberacka","Demetriusz",23,34
2455,"Jeskowska","Oda",23,18
2456,"Wiecasek","Nawoja ",27,24
2457,"Sentysz","Kornelia ",29,19
2458,"Sienkiewicz","Ingryda ",24,22
2459,"Fotschka","Herakles ",22,7
2460,"Szalkocki","Bartosz",29,4
2461,"Damich","Czaslaw ",27,21
2462,"Bolisz","Dobromil ",21,13
2463,"Franciszewski","Elizka",25,9
2464,"Deblessem","Bianka",25,25
2465,"Szufranowicz","Drogoslawa ",24,13
2466,"Potkaj","Maja ",20,18
2467,"Kaszarnicka","Malwina ",28,27
2468,"Chendla","Gloria ",23,17
2469,"Kolloch","Cecyliusz",21,2
2470,"Czrniejewska","Badzimir",27,27
2471,"Stachewicz","Dalimir ",28,9
2472,"Nobik","Dawida",28,5
2473,"Klopatowski","Krystyna ",25,22
2474,"Szymonko","Pamelka",21,6
2475,"Frydel","Elka",25,2
2476,"Brataszow","Bogumil",21,12
2477,"Paradella","Cyprian ",23,15
2478,"Jodzewicz","Cyrus ",25,22
2479,"Feszer","Zbigniewa",27,31
2480,"Radna","Bruno",29,3
2481,"Dizniak","Julian ",23,22
2482,"Achtobowska","Maks",21,31
2483,"Drozcz","Krzysiek",27,4
2484,"Zolobinski","Ilza ",24,11
2485,"Enosiewicz","Georgia ",22,19
2486,"Choldzynski","Gawin",21,36
2487,"Coponska","Febronia ",20,18
2488,"Romb","Ewelina ",29,29
2489,"Breidel","Flawia ",22,28
2490,"Wielach","Dalimir ",26,23
2491,"Kyczma","Osiebor",28,9
2492,"Endres","Wenanty",25,12
2493,"FĂ¶rster","Niegoslawa ",23,5
2494,"Moldowec","Olaf",25,24
2495,"Zoreba","Cecylian",24,16
2496,"Wierominiak","Neonila ",29,24
2497,"Bekaniak","Kasper ",22,16
2498,"Kantar","Barnim",27,17
2499,"Koszykow","Orestes",27,24
2500,"Klapcza","Bozo",20,26
2501,"Pohoryles","Kamil ",26,19
2502,"Czeremurzynski","Ludomil ",27,33
2503,"Gayda","Herakliusz ",29,25
2504,"Brocka","Cyprian ",26,35
2505,"Tuskiewicz","Jeremiasz ",26,2
2506,"Wielogolawski","Ksawery ",25,19
2507,"Niesuchowska","Ilona ",29,35
2508,"Wcieslak","Domastoj",20,24
2509,"Kublesz","Domastoj",27,32
2510,"Jawadzka","Pelagiusz",27,28
2511,"Gordziel","Mscibor ",27,26
2512,"Miruszewski","Maslaw ",21,16
2513,"Bonfal","Oskar",29,30
2514,"Dziubinski","Jasmina ",22,23
2515,"Skopiec","Bartek",20,3
2516,"Beda","Cieslawa ",24,23
2517,"Podzobska","Fideliusz ",21,36
2518,"Zylowiec","Genowefa ",29,31
2519,"Spiecholska","Zachariasz",25,29
2520,"Leng","Dobrawa ",23,18
2521,"Pefszynska","Niesul ",25,26
2522,"Aschenberenner","Gerazym ",21,18
2523,"Iliuk","Marcelian ",20,27
2524,"Fligel","Naslawa ",20,26
2525,"Stasiuska","Sylwiusz",28,25
2526,"Plokarz","Smyslawa",27,27
2527,"Dzimitrowicz","Klementyna ",23,15
2528,"Menderla","Gostmil ",26,15
2529,"Strzodala","Malwin ",22,20
2530,"Podolan","Lucja",27,11
2531,"Lichthart","Mirek",26,35
2532,"Szpiganiewicz","Dalestryj ",26,6
2533,"Rogalecki","Niegowoj ",22,3
2534,"Glejniczak","Ludomira ",28,35
2535,"Tybus","Paulina",24,23
2536,"Sisalen","Romek",24,4
2537,"Tapolaj","Niegoslawa ",20,6
2538,"Schurowski","Klotylda ",24,21
2539,"Ziegelheim","Ludomir ",28,16
2540,"Mietuszewski","Falislaw ",29,16
2541,"Onypko","Florencjusz ",24,26
2542,"Butyn","Rodomil",26,11
2543,"Olchwiruk","Fausta",25,25
2544,"Cacon","Gotard ",27,14
2545,"Stisz","Hipolit ",24,22
2546,"Szterner","Radek",24,10
2547,"Millak","Emil",24,33
2548,"Antoniew","Monia",27,26
2549,"Kamerman","Borzyslawa ",24,20
2550,"Logozna","Lolita ",26,12
2551,"Pupek","Hiob ",28,35
2552,"Kierkio","Emanuel ",27,21
2553,"Mikuskiewicz","Alfred",23,31
2554,"Osterczuk","Karmen ",26,22
2555,"Grodon","Marcin ",25,36
2556,"Koppas","Ariel",23,11
2557,"Redgowska","Igor ",26,2
2558,"Pias","Nieznamir ",25,13
2559,"Czyranek","Milena ",27,36
2560,"Kuchanowicz","Gerazym ",22,6
2561,"Manty","Jacenty ",21,13
2562,"Kamon","Izka",29,9
2563,"Jenski","Radmir",24,18
2564,"Pelczarek","Gardenia ",20,6
2565,"Drajhorn","Radzislaw",24,17
2566,"Korywczak","Jaroslawa ",29,11
2567,"Pazdziorek","Juliusz ",20,32
2568,"Fleischer","Kinga",23,31
2569,"Otrzesek","Elka",24,6
2570,"Utek","Leokadia ",26,25
2571,"Zielesna","Agata",21,24
2572,"Musialski","Faustyna ",28,15
2573,"Aryckiewicz","Justyn ",22,8
2574,"Isaac","Chociemir",24,34
2575,"Nyrek","Lilla",20,24
2576,"Pegios","Dymitr ",29,31
2577,"Sprunger","Januaria ",29,36
2578,"Wysmolinski","Lucyna ",27,13
