"NR_ALBUMU","NAZWISKO","IMIE","WIEK","NR_GR","NAZWA_GR"
3177,"Poschold","Gilbert ",20,36,"4ID13B"
3178,"Motawa","Ismena ",21,11,"1ID16A"
3179,"Frajda","Iga ",29,7,"1ID14A"
3180,"Pyracz","Bernard",21,21,"2ID15A"
3181,"Judyn","Stanislaw",29,10,"1ID15B"
3182,"Kundera","Izydor ",21,10,"1ID15B"
3183,"Dziadlo","Edmund ",29,8,"1ID14B"
3184,"Zerzewska","Cibora ",20,15,"2ID12A"
3185,"Aryta","Gardenia ",28,3,"1ID12A"
3186,"Kozaczka","Ernesta ",21,3,"1ID12A"
3187,"Kotvellawecki","Ludgarda ",26,30,"3ID14B"
1000,"Krzymocka","Jaroslawa ",22,28,"3ID13B"
1001,"Kazbierzuk","Gustaw ",26,30,"3ID14B"
1002,"Sudzinski","Gebhard ",21,6,"1ID13B"
1003,"Jone","Czesio",25,15,"2ID12A"
1004,"Osmani","Sylwin",27,31,"4ID11A"
1005,"Krzepiet","Sylweriusz",28,12,"1ID16B"
1006,"Letza","Minogniew ",28,27,"3ID13A"
1007,"Hanasyk","Germanik ",23,12,"1ID16B"
1008,"Koldynska","Boleslawa ",24,2,"1ID11B"
1009,"Jaginiak","Fryderyka ",22,6,"1ID13B"
1010,"Huszla","Zdzisek",29,34,"4ID12B"
1011,"Michajliszyn","Jaromir ",23,32,"4ID11B"
1012,"Pochwal","Seweryna",22,17,"2ID13A"
1013,"Sangowicz","Monika",27,29,"3ID14A"
1014,"Skiryluk","Kasjana ",27,9,"1ID15A"
1015,"Guzinski","Klaudian ",29,2,"1ID11B"
1016,"Szolkowski","Marianna ",20,6,"1ID13B"
1017,"Jaskulko","Natalis ",23,9,"1ID15A"
1018,"Schaumann","Hiacynt ",24,18,"2ID13B"
1019,"Sartorius","Ernesta ",29,29,"3ID14A"
1020,"Naglacki","Lubomirz ",20,10,"1ID15B"
1021,"Hajscewicz","Jas",22,20,"2ID14B"
1022,"Szymas","Gardenia ",26,5,"1ID13A"
1023,"Czella","Marcelian ",28,9,"1ID15A"
1024,"Hanzelka","Wieslawa",21,25,"3ID12A"
1025,"Fiudczak","Oriana",29,11,"1ID16A"
1026,"Cieciora","Modesta ",24,3,"1ID12A"
1027,"Schwebs","Ernestyna ",23,5,"1ID13A"
1028,"Gladicz","Dalila ",29,14,"2ID11B"
1029,"Madysiak","Kleopatra ",28,16,"2ID12B"
1030,"Olfanz","Estera ",21,12,"1ID16B"
1031,"DebZynska","Radzislawa",21,25,"3ID12A"
1032,"Despotow","Leslawa ",20,26,"3ID12B"
1033,"Parlikowska","Enoch ",23,10,"1ID15B"
1034,"Heigeimann","Sylwester",24,26,"3ID12B"
1035,"Nolski","Eryka ",28,14,"2ID11B"
1036,"Kwasninski","Dobromir ",25,5,"1ID13A"
1037,"Drangiewicz","Dobiemir ",27,11,"1ID16A"
1038,"Zyrczynska","Balcer",21,10,"1ID15B"
1039,"Gomadzka","Dalewuja",27,21,"2ID15A"
1040,"Orszulka","Lucylla ",22,15,"2ID12A"
1041,"Pojliszer","Oliwiusz",27,2,"1ID11B"
1042,"Hadomik","Iwo ",25,14,"2ID11B"
1043,"Jonsteg","Henryka ",20,14,"2ID11B"
1044,"Belaj","Gotfryd ",29,11,"1ID16A"
1045,"Mamicz","Beata",20,6,"1ID13B"
1046,"Bonrowicz","Daroslaw ",23,6,"1ID13B"
1047,"Gajek","Dalibor ",20,35,"4ID13A"
1048,"Chudziko","Rajnold",22,9,"1ID15A"
1049,"Pron","Izaura ",24,21,"2ID15A"
1050,"Capska","Blandyn ",20,4,"1ID12B"
1051,"Grajczuk","Apollonia",20,25,"3ID12A"
1052,"Baward","Gebhard ",29,11,"1ID16A"
1053,"Bancyrek","Aleks",27,15,"2ID12A"
1054,"Laydanowicz","Karmen ",28,22,"2ID15B"
1055,"Jolowiczor","Martyna ",21,22,"2ID15B"
1056,"Padniuk","Henryk ",25,11,"1ID16A"
1057,"Juchimczuk","Raisa",27,21,"2ID15A"
1058,"Zagret","Romuald",23,4,"1ID12B"
1059,"MoZdrzyn","Nastazja ",26,13,"2ID11A"
1060,"Moderau","Eligiusz ",21,7,"1ID14A"
1061,"Friede","Czaslawa ",27,5,"1ID13A"
1062,"Jedrowski","Beniamin",25,29,"3ID14A"
1063,"WierZbik","Hubyslaw ",27,21,"2ID15A"
1064,"Chetkiewicz","Wladek",28,2,"1ID11B"
1065,"Brandalski","Jordan ",26,18,"2ID13B"
1066,"Kubicjusz","Boleciecha",23,2,"1ID11B"
1067,"Tralski","Wiktoryna",21,26,"3ID12B"
1068,"Dyrczon","Arkadiusz",26,35,"4ID13A"
1069,"Rzaczykiewicz","Serwacy",27,3,"1ID12A"
1070,"Kuszeminska","Dobiemir ",29,36,"4ID13B"
1071,"Derdko","Heloiza ",28,32,"4ID11B"
1072,"Kocielinski","Maciek",26,31,"4ID11A"
1073,"Farys","Maksymian ",22,29,"3ID14A"
1074,"Wieling","Sabina",28,35,"4ID13A"
1075,"Zawojak","Julia ",29,9,"1ID15A"
1076,"Ciosielkiewicz","Lukrecja ",28,26,"3ID12B"
1077,"Ruchnke","Eugenia ",27,26,"3ID12B"
1078,"Zetkiewicz","Leontyna ",25,11,"1ID16A"
1079,"Kotlar","Bartlomiej",23,6,"1ID13B"
1080,"Cuknida","Boleslawa ",26,19,"2ID14A"
1081,"Bowowiak","Gardenia ",28,36,"4ID13B"
1082,"slesarewska","Marika ",28,34,"4ID12B"
1083,"Stachowski","Florentyn ",29,27,"3ID13A"
1084,"Frodyma","Liwiusz ",26,22,"2ID15B"
1085,"Putrynkowska","Apollonia",29,30,"3ID14B"
1086,"Zasiadkiewicz","Olaf",28,28,"3ID13B"
1087,"Biedrand","Pelagiusz",20,20,"2ID14B"
1088,"Siarno","Kasandra ",23,19,"2ID14A"
1089,"Sobeszek","Adrian",20,32,"4ID11B"
1090,"Hakalow","Nikanor ",22,33,"4ID12A"
1091,"Korzycki","Nieprasz ",20,28,"3ID13B"
1092,"BoZatka","Leoncjusz ",23,7,"1ID14A"
1093,"Mindziukiewicz","Konrad ",21,17,"2ID13A"
1094,"Kontaktowicz","Wenancjusz",29,4,"1ID12B"
1095,"Dietrechkeit","Oktawian",29,17,"2ID13A"
1096,"Jopowicz","Dobromira ",22,12,"1ID16B"
1097,"Droszkowski","Feliksa ",20,23,"3ID11A"
1098,"Koliniczenko","Teofania",26,14,"2ID11B"
1099,"Krzywalski","Mateusz ",20,2,"1ID11B"
1100,"RoZ","Ludomira ",22,31,"4ID11A"
1101,"Kardaszuk","Jarema",23,17,"2ID13A"
1102,"Koterwas","Hieronim ",20,32,"4ID11B"
1103,"Karpilowski","Oswalda",26,26,"3ID12B"
1104,"Onyskow","Ambroly",20,31,"4ID11A"
1105,"Chabrowas","Jaroslawa ",24,3,"1ID12A"
1106,"Igrasiak","Sylweriusz",22,28,"3ID13B"
1107,"Kozmiecki","Niegoslawa ",24,24,"3ID11B"
1108,"Sitkomirski","Nadzieja ",24,10,"1ID15B"
1109,"Szagri","Czcirad ",21,17,"2ID13A"
1110,"Heinrychowski","Witalis",28,27,"3ID13A"
1111,"Taupieko","Gorzyslaw ",27,34,"4ID12B"
1112,"Rardysz","Faustyna ",27,28,"3ID13B"
1113,"Horodnicza","Witomir",20,10,"1ID15B"
1114,"Keffer","Drogomysl ",29,21,"2ID15A"
1115,"Weldon","Festus ",21,5,"1ID13A"
1116,"Bomberzbach","Mieczyslaw ",20,19,"2ID14A"
1117,"Matwijcio","Ciecimiar ",21,13,"2ID11A"
1118,"Haczkurski","Celina",29,34,"4ID12B"
1119,"Slepski","Damazy ",20,28,"3ID13B"
1120,"Reihold","Namyslaw ",22,7,"1ID14A"
1121,"Krymka","Hortensja ",21,6,"1ID13B"
1122,"Iwaninow","lucja",28,24,"3ID11B"
1123,"Helmocka","Galfryd ",21,10,"1ID15B"
1124,"Badke","Lechoslawa ",25,13,"2ID11A"
1125,"Rokower","Nagod ",21,29,"3ID14A"
1126,"Mucujanis","Georgina ",20,30,"3ID14B"
1127,"Bielnis","Miroslawa ",27,2,"1ID11B"
1128,"DroZak","Atanazja ",25,18,"2ID13B"
1129,"Gonsek","Dalibor ",20,6,"1ID13B"
1130,"Pieczkolan","Daniel ",28,19,"2ID14A"
1131,"MoZdzanowski","Basia",20,3,"1ID12A"
1132,"Szurzkiewicz","Bogwiedz ",26,4,"1ID12B"
1133,"Mardausz","Jarema",23,8,"1ID14B"
1134,"Duchacz","Ciechomir ",27,32,"4ID11B"
1135,"Kuresza","Marzanna ",28,31,"4ID11A"
1136,"Wybierala","Ludmila ",25,4,"1ID12B"
1137,"Apps","Norberta ",27,6,"1ID13B"
1138,"Pokrywka","Teodozjusz",20,16,"2ID12B"
1139,"Durokiewicz","Zbyszek",26,3,"1ID12A"
1140,"Oblodecki","Wlodzimierz",28,14,"2ID11B"
1141,"Trukszyn","Rysiek",22,34,"4ID12B"
1142,"Taplik","Kasia",27,7,"1ID14A"
1143,"Drapczak","Gotard ",21,17,"2ID13A"
1144,"Waslowski","Teofila",22,20,"2ID14B"
1145,"Judek","Leontyna ",27,7,"1ID14A"
1146,"Koronaw","Dziadumila ",28,13,"2ID11A"
1147,"swirek","Maksymian ",29,27,"3ID13A"
1148,"Parzymies","Anna",22,7,"1ID14A"
1149,"Pychlinska","Erazma ",28,14,"2ID11B"
1150,"Rzesna","Faustyna ",23,14,"2ID11B"
1151,"Drest","Norbert ",22,13,"2ID11A"
1152,"DyZynski","Apolinary",21,32,"4ID11B"
1153,"Miejkszan","Sydoniusz",27,21,"2ID15A"
1154,"KraZ","Liwia ",27,19,"2ID14A"
1155,"Brzozak","Martyna ",20,18,"2ID13B"
1156,"Chremeta","Felicyta ",29,31,"4ID11A"
1157,"labeda","Wojciech",28,19,"2ID14A"
1158,"Szmecht","Ewaryst ",20,33,"4ID12A"
1159,"Milnecki","Max",23,21,"2ID15A"
1160,"Warcholinski","Letycja ",27,20,"2ID14B"
1161,"Kostylan","Tyburcjusz",25,32,"4ID11B"
1162,"Ogrzywalski","Niedamir ",27,4,"1ID12B"
1163,"Kurpiorz","Narcyz ",28,18,"2ID13B"
1164,"Eksztet","Adam",21,17,"2ID13A"
1165,"Wygockiewicz","Nestor ",26,28,"3ID13B"
1166,"Hawryn","Dobrawa ",22,16,"2ID12B"
1167,"Cipler","Ksymena ",22,27,"3ID13A"
1168,"Fonderski","Dobrociech ",29,30,"3ID14B"
1169,"Jedralak","Emilia ",26,20,"2ID14B"
1170,"Apteka","Oswald",27,10,"1ID15B"
1171,"Czychulski","Miranda ",25,26,"3ID12B"
1172,"Brodda","Anna",25,29,"3ID14A"
1173,"Kryczytowicz","Czaslawa ",21,22,"2ID15B"
1174,"Tanerski","Miron ",25,21,"2ID15A"
1175,"Choino","Iza",21,14,"2ID11B"
1176,"Wieciorski","Domorad ",22,14,"2ID11B"
1177,"Dokganiuk","Gliceria ",26,5,"1ID13A"
1178,"Ekspenszyt","Krzeslawa ",20,28,"3ID13B"
1179,"Piernik","Klaudiusz ",22,17,"2ID13A"
1180,"Budziach","Borzymir",27,16,"2ID12B"
1181,"Wechowska","Drogoslawa ",25,5,"1ID13A"
1182,"Halas","Rudolfina",22,26,"3ID12B"
1183,"Szamotka","Kamila ",22,30,"3ID14B"
1184,"Czachorski","Nawoj ",27,18,"2ID13B"
1185,"Ratniczy","Lucyna ",20,9,"1ID15A"
1186,"Czeniek","Cyra ",25,11,"1ID16A"
1187,"Mikluska","Iza",26,31,"4ID11A"
1188,"Willak","Radmir",24,26,"3ID12B"
1189,"Legant","Bonifacy",24,14,"2ID11B"
1190,"Wilizowska","Ciechoslawa",22,23,"3ID11A"
1191,"Gobranski","Norberta ",28,10,"1ID15B"
1192,"Szypior","Bldzislaw",23,12,"1ID16B"
1193,"Ruminger","Monika ",24,19,"2ID14A"
1194,"Wlasnowolski","Eligiusz ",28,33,"4ID12A"
1195,"Piakart","Dobrociech ",21,22,"2ID15B"
1196,"Rozkraczewska","Jaclaw ",28,18,"2ID13B"
1197,"Czepielindo","Boguchwala",21,28,"3ID13B"
1198,"Sepoch","Mikolaj ",21,29,"3ID14A"
1199,"Cirzniewski","Iza",21,12,"1ID16B"
1200,"Olodziejewska","Ludomira ",23,19,"2ID14A"
1201,"Saldyka","Krzysiek",25,10,"1ID15B"
1202,"Gerutzka","Erwin",24,23,"3ID11A"
1203,"Mejs","Dlugomil ",26,31,"4ID11A"
1204,"Klenski","Asia",24,27,"3ID13A"
1205,"Imrecze","Alojzy",22,26,"3ID12B"
1206,"Jawiak","Rufin",21,13,"2ID11A"
1207,"Plachky","Bogumila",20,5,"1ID13A"
1208,"Brdeja","Franek",24,16,"2ID12B"
1209,"Walkenbach","Dionizja ",23,25,"3ID12A"
1210,"Girdak","Jasiek",22,2,"1ID11B"
1211,"Kuziarz","Modest ",25,9,"1ID15A"
1212,"Trofluk","Krystiana ",22,12,"1ID16B"
1213,"Sroch","Gotfryd ",28,15,"2ID12A"
1214,"Wacienko","Derwan",21,23,"3ID11A"
1215,"Laposa","Czcibora ",24,24,"3ID11B"
1216,"Maslenikow","Roberta",25,25,"3ID12A"
1217,"Wreczynski","Karina ",26,33,"4ID12A"
1218,"Konopieniec","Wlodzimierz",29,34,"4ID12B"
1219,"Stalynska","Euzebia ",26,18,"2ID13B"
1220,"Dumanski","Ada",22,9,"1ID15A"
1221,"Skubal","Dobieslawa ",21,34,"4ID12B"
1222,"Kurdzinowski","Alwin",28,23,"3ID11A"
1223,"Bujczuk","Monika ",21,25,"3ID12A"
1224,"Mocianko","Wislawa",27,6,"1ID13B"
1225,"Smaczniewska","Bogwidza ",26,34,"4ID12B"
1226,"Miendlar","Fryderyk ",29,5,"1ID13A"
1227,"Zelichowski","Arkadiusz",27,19,"2ID14A"
1228,"Kiszczak","Gardomir",25,3,"1ID12A"
1229,"Galacik","Terencjusz",21,15,"2ID12A"
1230,"Szweryn","Aneta",23,34,"4ID12B"
1231,"Wolasiewicz","Luboradz ",20,8,"1ID14B"
1232,"Szczepkowicz","Konstanty ",28,24,"3ID11B"
1233,"Lizon","Jeremiasz ",27,10,"1ID15B"
1234,"Samicki","Liberiusz ",20,29,"3ID14A"
1235,"Olodak","Konstancja ",27,16,"2ID12B"
1236,"Zwiryn","Edek",29,9,"1ID15A"
1237,"Biegluk","Bogumila",26,7,"1ID14A"
1238,"Pedyla","Grzegorz ",28,23,"3ID11A"
1239,"Ziorniewicz","Aga",20,33,"4ID12A"
1240,"Ploucha","Niegoslawa ",27,13,"2ID11A"
1241,"Poszebczynski","Piotr",21,9,"1ID15A"
1242,"Kucinas","Magda ",25,9,"1ID15A"
1243,"Bignell","Gawin",24,22,"2ID15B"
1244,"Protasowski","Aleksander",24,18,"2ID13B"
1245,"Perczuk","Ariel",25,24,"3ID11B"
1246,"MoroZko","Hugona ",22,21,"2ID15A"
1247,"Dzrzewucka","Igor ",29,22,"2ID15B"
1248,"Kolwat","Malwina ",24,10,"1ID15B"
1249,"Iwancz","Artur",26,14,"2ID11B"
1250,"Wawroska","Marcjal ",27,13,"2ID11A"
1251,"Rdzawski","Gotard ",21,3,"1ID12A"
1252,"Biendar","Hortensja ",21,14,"2ID11B"
1253,"Chwarscinska","Bldzimir",28,14,"2ID11B"
1254,"Dubas","Hiacynta ",27,16,"2ID12B"
1255,"Bielek","Waclaw",27,7,"1ID14A"
1256,"Razielewska","Wiktoryn",20,23,"3ID11A"
1257,"Obrodzinska","Niemir ",27,35,"4ID13A"
1258,"Dylko","Jonatan ",23,19,"2ID14A"
1259,"Strycholski","Martynian ",28,13,"2ID11A"
1260,"Posiadlowski","Alfreda",29,28,"3ID13B"
1261,"Gucke","Fabrycjan ",24,14,"2ID11B"
1262,"Gurban","Narcyza ",20,2,"1ID11B"
1263,"Torecki","Ryszarda",24,30,"3ID14B"
1264,"Pichnowski","Olimpia",27,3,"1ID12A"
1265,"Sufot","Racibor",20,8,"1ID14B"
1266,"Mucka","Paloma",28,8,"1ID14B"
1267,"Moz","Jalmina ",21,18,"2ID13B"
1268,"Metlenga","Marzanna ",22,30,"3ID14B"
1269,"Maka","Fortunata ",27,17,"2ID13A"
1270,"Kruchlik","Niestoj ",29,30,"3ID14B"
1271,"Honcinoga","Apoloniusz",20,35,"4ID13A"
1272,"Gurczewski","Bohdana",24,30,"3ID14B"
1273,"Derwinski","Salwator",20,3,"1ID12A"
1274,"Dziacek","Efrem",20,23,"3ID11A"
1275,"Lajcak","Dacjusz",25,22,"2ID15B"
1276,"Inbiorowicz","Henryka ",22,20,"2ID14B"
1277,"Helfeuer","Martynian ",21,20,"2ID14B"
1278,"Podwysodzki","Konstancja ",23,10,"1ID15B"
1279,"Kote","Odyseusz",24,27,"3ID13A"
1280,"Lubelfeld","Bazyliusz",24,27,"3ID13A"
1281,"Zywakowski","Angela",25,22,"2ID15B"
1282,"Kostuszko","Fidelis ",25,32,"4ID11B"
1283,"Szawiala","Walentyna",22,14,"2ID11B"
1284,"Swajer","Oliwia",20,10,"1ID15B"
1285,"Woznicki","Ludwina ",22,5,"1ID13A"
1286,"Bledarzewska","Jolanta",25,29,"3ID14A"
1287,"Mencwelt","Eustachy ",23,21,"2ID15A"
1288,"Szawica","Adrian",28,5,"1ID13A"
1289,"Jargocki","Robert",21,8,"1ID14B"
1290,"Wisnierczyk","Dobrawa ",28,29,"3ID14A"
1291,"Fric","Wiktorian",27,30,"3ID14B"
1292,"Harmanowicz","Heloiza ",20,33,"4ID12A"
1293,"Sercun","Bartlomieja",27,20,"2ID14B"
1294,"PrĂĽfer","Wlodzislaw",28,30,"3ID14B"
1295,"Pietryman","Eustachiusz ",25,26,"3ID12B"
1296,"Bzdon","Adam",20,26,"3ID12B"
1297,"Orszagh","Kasjana ",29,17,"2ID13A"
1298,"Stafyniak","Jordan ",20,10,"1ID15B"
1299,"Szupczynski","Lucylla ",28,9,"1ID15A"
1300,"Kazelski","Dionizy ",20,3,"1ID12A"
1301,"Fos","Dalibor ",26,22,"2ID15B"
1302,"Gawantka","Idalia",22,10,"1ID15B"
1303,"Pachutko","Albert",23,25,"3ID12A"
1304,"Toborek","Justyn ",28,9,"1ID15A"
1305,"Neimann","Manswet ",27,3,"1ID12A"
1306,"Powlesko","Napoleon ",20,34,"4ID12B"
1307,"Szybiala","Florentyn ",21,13,"2ID11A"
1308,"Kotwan","Just ",21,19,"2ID14A"
1309,"Renefort","Domalyr ",22,10,"1ID15B"
1310,"Szocimka","Dagmara ",21,2,"1ID11B"
1311,"Jarczaszyk","Minigniew ",22,34,"4ID12B"
1312,"Simel","Florentyn ",21,29,"3ID14A"
1313,"Kopcian","Dalbor",24,15,"2ID12A"
1314,"Mermon","Witomir",24,26,"3ID12B"
1315,"Teklewicz","Klotylda ",20,23,"3ID11A"
1316,"Pachnia","Harald",23,28,"3ID13B"
1317,"Dolgier","Lena ",20,20,"2ID14B"
1318,"Krzywulak","Niegowoj ",21,6,"1ID13B"
1319,"Gawrowski","Jarowit ",22,34,"4ID12B"
1320,"Jaszerak","Domoslaw ",26,35,"4ID13A"
1321,"Waznikiewicz","Niegowoj ",23,10,"1ID15B"
1322,"Rudzynski","Niegoslaw ",29,17,"2ID13A"
1323,"Zamelczak","Feliks ",26,9,"1ID15A"
1324,"FrĂĽff","Bogudar",29,32,"4ID11B"
1325,"Mansson","Magdalena",22,4,"1ID12B"
1326,"Syma","Miron ",26,15,"2ID12A"
1327,"Pociankowska","Halina ",26,21,"2ID15A"
1328,"Klominek","Sylwia",29,4,"1ID12B"
1329,"Gumienga","Krzysztof ",26,34,"4ID12B"
1330,"Ziamajda","Ulka",26,29,"3ID14A"
1331,"Majoher","Felek",29,18,"2ID13B"
1332,"Dolezik","Felek",27,30,"3ID14B"
1333,"Skiennik","Klemens ",28,35,"4ID13A"
1334,"Konstapel","Artek",23,19,"2ID14A"
1335,"Ludwinkowski","Ada",22,8,"1ID14B"
1336,"Fels","Patrycja",20,18,"2ID13B"
1337,"Moscisker","Iwo ",25,35,"4ID13A"
1338,"Rozanka","Areta",20,29,"3ID14A"
1339,"Miliczanowska","Ludomira ",26,33,"4ID12A"
1340,"Bondarew","Innocenta ",23,22,"2ID15B"
1341,"Krysow","Karol ",22,7,"1ID14A"
1342,"Zurow","Rebeka",25,33,"4ID12A"
1343,"Barucha","Kryspin ",28,21,"2ID15A"
1344,"Babian","Eustachy ",22,14,"2ID11B"
1345,"Kopit","Lubomirz ",20,34,"4ID12B"
1346,"Piedziewicz","Niegowoj ",25,24,"3ID11B"
1347,"Gif","Aureliusz",24,36,"4ID13B"
1348,"Przezdzien","Kalka",26,5,"1ID13A"
1349,"Martysiewicz","Mlcigniew ",20,25,"3ID12A"
1350,"Dziewolski","Klaudian ",23,19,"2ID14A"
1351,"Jedzynska","Metody ",23,26,"3ID12B"
1352,"DzierZok","Blizbor",22,5,"1ID13A"
1353,"Wasiliewski","Eliza",23,23,"3ID11A"
1354,"Zyzulak","Jolanta",22,9,"1ID15A"
1355,"Letkier","Irydion ",21,23,"3ID11A"
1356,"Wiktorowicz","Felicjana ",28,18,"2ID13B"
1357,"Gonik","Eryk ",26,3,"1ID12A"
1358,"Eleganczyk","Mieszko ",24,10,"1ID15B"
1359,"Temmerman","Aurelia ",27,8,"1ID14B"
1360,"UZdalewicz","Boguchwala",29,12,"1ID16B"
1361,"Fonseca","Sylweriusz",22,29,"3ID14A"
1362,"Skura","Bolydar",29,27,"3ID13A"
1363,"Ryswianiec","Jacek ",27,25,"3ID12A"
1364,"Lichnerowicz","Olaf",27,7,"1ID14A"
1365,"Rasztemborski","Myllimir",24,34,"4ID12B"
1366,"Szwiesik","Wioletta",29,27,"3ID13A"
1367,"GlaZak","Erazm ",27,14,"2ID11B"
1368,"Bockisch","Martyna ",21,31,"4ID11A"
1369,"Dziobkowski","Falislawa ",29,31,"4ID11A"
1370,"Misilo","Kalasanty ",29,28,"3ID13B"
1371,"Czecienko","Dytrych ",20,11,"1ID16A"
1372,"Harbata","Dymitr ",28,30,"3ID14B"
1373,"Giubilei","Orestes",22,12,"1ID16B"
1374,"Kapiarz","Slawomiar",28,13,"2ID11A"
1375,"Omylanska","Gerazym ",25,10,"1ID15B"
1376,"Germolowicz","Dina ",23,36,"4ID13B"
1377,"Chosa","Baldwin",26,23,"3ID11A"
1378,"Bakun","Dominik ",23,27,"3ID13A"
1379,"Piciak","Joanna ",27,29,"3ID14A"
1380,"Zadon","Falislawa ",24,3,"1ID12A"
1381,"Czenscik","Monia",26,18,"2ID13B"
1382,"Wadula","Greta ",26,19,"2ID14A"
1383,"Zmelty","Samuel",25,13,"2ID11A"
1384,"Fedenczak","Cecyliusz",25,3,"1ID12A"
1385,"Ocheda","Hubert ",29,15,"2ID12A"
1386,"Starodaj","Kajmir ",22,8,"1ID14B"
1387,"Dulipska","Romuald",29,15,"2ID12A"
1388,"Utz","Rajmund",20,12,"1ID16B"
1389,"Gasina","Ryta",27,26,"3ID12B"
1390,"Niczewicz","Marita ",25,24,"3ID11B"
1391,"Ostruchacz","Hugo ",29,34,"4ID12B"
1392,"Bogoczynski","Daria ",22,16,"2ID12B"
1393,"Rostankowski","Ninogniew ",21,6,"1ID13B"
1394,"Menzynski","Lidka",21,31,"4ID11A"
1395,"Kaita","Bernarda",27,16,"2ID12B"
1396,"Nawdziun","Sara",29,23,"3ID11A"
1397,"Zowociuk","Jeroslawa ",24,6,"1ID13B"
1398,"Neumienko","Ryszard",21,17,"2ID13A"
1399,"Adomajd","Bldzislaw",21,25,"3ID12A"
1400,"Schafron","Hermana ",28,7,"1ID14A"
1401,"Maas","Wirginiusz",23,17,"2ID13A"
1402,"Kory","Tadeusz",22,7,"1ID14A"
1403,"Cogan","Wislawa",22,21,"2ID15A"
1404,"Zacharmin","Budzimir ",21,8,"1ID14B"
1405,"Genicz","Flora ",25,26,"3ID12B"
1406,"Knocinski","Felicysym ",27,11,"1ID16A"
1407,"Fabiani","Gerazym ",27,33,"4ID12A"
1408,"Sichacka","Nieprasz ",20,33,"4ID12A"
1409,"Dzieka","Mironiega ",27,3,"1ID12A"
1410,"Chewian","Wiktoriusz",24,7,"1ID14A"
1411,"Stozik","Diogenes ",20,17,"2ID13A"
1412,"Horyszko","lucjan",27,18,"2ID13B"
1413,"Balut","Cyprian ",21,27,"3ID13A"
1414,"Kepura","Marina ",27,31,"4ID11A"
1415,"Ihnatow","Janusz",24,27,"3ID13A"
1416,"Ludwikow","Dobrowoj ",27,10,"1ID15B"
1417,"Ulowski","Lubomirz ",28,23,"3ID11A"
1418,"Guterek","Seweryn",27,33,"4ID12A"
1419,"Rumienski","Dobromil ",29,6,"1ID13B"
1420,"Wittrich","Anita",23,14,"2ID11B"
1421,"Bogdos","Rudolfina",21,14,"2ID11B"
1422,"Bapala","Marcjan ",29,17,"2ID13A"
1423,"Dorkofikis","Felek",24,3,"1ID12A"
1424,"Romieniecka","Smyslawa",24,27,"3ID13A"
1425,"Putzkowski","Ewelinka",28,17,"2ID13A"
1426,"Wamil","Nestor ",22,30,"3ID14B"
1427,"Korg","Liberat ",23,13,"2ID11A"
1428,"Proniakin","Augustyn",20,23,"3ID11A"
1429,"Kozijatko","Balcer",27,22,"2ID15B"
1430,"Sakasznik","Kubul",24,5,"1ID13A"
1431,"Tyde","Roman",24,28,"3ID13B"
1432,"Nasiek","Cezar",28,34,"4ID12B"
1433,"Nanus","Dariusz ",29,23,"3ID11A"
1434,"Ciszkowski","Honoryna ",20,26,"3ID12B"
1435,"Kaut","Wiktoria",25,30,"3ID14B"
1436,"Mianias","Hipolit ",27,27,"3ID13A"
1437,"Zygertowska","Nadia",28,7,"1ID14A"
1438,"Arcaba","Boguchwala",25,35,"4ID13A"
1439,"Lency","Gonsalwy ",20,22,"2ID15B"
1440,"Lewental","Emiliusz ",22,7,"1ID14A"
1441,"Tomiakowski","Januaria ",22,34,"4ID12B"
1442,"Bienk","Liliana",28,31,"4ID11A"
1443,"Immig","Misiek",21,29,"3ID14A"
1444,"Hudalewska","Godzislaw ",29,26,"3ID12B"
1445,"Fiedzewicz","Lechoslawa ",20,36,"4ID13B"
1446,"Jochaczyk","Benedykt",25,22,"2ID15B"
1447,"Koznicz","Manomir ",22,3,"1ID12A"
1448,"Medyka","Fideliusz ",25,31,"4ID11A"
1449,"Fromstow","Katarzyna ",25,5,"1ID13A"
1450,"Trejdos","Marzanna ",20,13,"2ID11A"
1451,"Filkensztejn","Boguslaw",28,11,"1ID16A"
1452,"Bas","Radomila",24,35,"4ID13A"
1453,"Sozonuk","Maksym ",25,24,"3ID11B"
1454,"Tamidaj","Basia",23,27,"3ID13A"
1455,"Stetyszyn","Leszek",27,31,"4ID11A"
1456,"Bogich","Monia",26,28,"3ID13B"
1457,"Sedzielowski","Minigniew ",29,14,"2ID11B"
1458,"Hamelka","Igor ",23,28,"3ID13B"
1459,"smierski","Izyda ",22,12,"1ID16B"
1460,"Zurzanska","Bartlomieja",21,23,"3ID11A"
1461,"Szyngera","Barabasz",27,14,"2ID11B"
1462,"Borocholski","Horacjusz ",26,19,"2ID14A"
1463,"Bartelt","Delfin",29,11,"1ID16A"
1464,"Buniewski","Leopoldyna ",22,29,"3ID14A"
1465,"Hilal","Herakliusz ",24,4,"1ID12B"
1466,"Jakobsons","Leontyn ",26,14,"2ID11B"
1467,"Pocztawski","Wit",24,32,"4ID11B"
1468,"Dudenis","Karol ",27,32,"4ID11B"
1469,"Kulbaniuk","Marcelina ",20,36,"4ID13B"
1470,"Czubrawska","Monia",29,23,"3ID11A"
1471,"Uczkuronic","Franek",23,16,"2ID12B"
1472,"Runicz","Gotfryd ",22,2,"1ID11B"
1473,"Blesel","Miranda ",20,24,"3ID11B"
